Job Title,Job Link,Company,Company Link,Experience Required,Location
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-oliver-wyman-gurugram-4-to-8-years-180225501347,Oliver Wyman,https://www.naukri.com/oliver-wyman-jobs-careers-4921818,4-8 Yrs ,Gurugram 
AM/DM - Data Scientist,https://www.naukri.com/job-listings-am-dm-data-scientist-maruti-true-value-gurgaon-gurugram-4-to-6-years-090523501895,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,4-6 Yrs ,Gurgaon/Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-gforce-consulting-solutions-kolkata-pune-gurugram-3-to-8-years-170523501110,Gforce Consulting Solutions,https://www.naukri.com/gforce-consulting-solutions-jobs-careers-123483051,3-8 Yrs ,"Kolkata, Pune, Gurugram "
Assistant Manager/ Deputy Manager - Data Scientist,https://www.naukri.com/job-listings-assistant-manager-deputy-manager-data-scientist-maruti-true-value-gurgaon-gurugram-4-to-9-years-090523501896,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,4-9 Yrs ,Gurgaon/Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-erm-placement-services-noida-gurugram-greater-noida-4-to-7-years-190525011894,NA,NA,4-7 Yrs ,"Noida, Gurugram, Greater Noida "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-kie-square-noida-4-to-5-years-021224501902,KiE Square,https://www.naukri.com/kie-square-jobs-careers-450185,4-5 Yrs ,Noida 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-aster-dm-healthcare-gurugram-2-to-6-years-140525006771,Aster DM Healthcare,https://www.naukri.com/aster-dm-healthcare-jobs-careers-2087632,2-6 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-minfy-gurugram-5-to-8-years-110724501798,Minfy,https://www.naukri.com/minfy-technologies-jobs-careers-642049,5-8 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-maruti-true-value-gurugram-bengaluru-5-to-10-years-310525501722,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,5-10 Yrs ,"Gurugram, Bengaluru "
Principal Data Scientist - LLM,https://www.naukri.com/job-listings-principal-data-scientist-llm-tetrahed-inc-delhi-ncr-11-to-20-years-150525914271,Tetrahed,https://www.naukri.com/tetrahed-jobs-careers-124268654,11-20 Yrs ,Delhi / NCR 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-ekaa-analytics-private-limited-new-delhi-3-to-6-years-131224501622,NA,NA,3-6 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-r-systems-international-noida-greater-noida-delhi-ncr-6-to-8-years-280525023538,R Systems International,https://www.naukri.com/r-systems-international-jobs-careers-987,6-8 Yrs ,"Hybrid - Delhi / NCR, Noida, Greater Noida(Greater Noida West) "
GN- SC&O - S&P -Spend Analytics- Data Visualization- BI - Consultant,https://www.naukri.com/job-listings-gn-sc-o-s-p-spend-analytics-data-visualization-bi-consultant-accenture-solutions-pvt-ltd-gurugram-5-to-10-years-120525910814,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,5-10 Yrs ,Gurugram 
Data Scientist + AWS,https://www.naukri.com/job-listings-data-scientist-aws-iris-solutions-noida-5-to-7-years-300425504656,Iris Solutions,https://www.naukri.com/iris-solutions-jobs-careers-1280986,5-7 Yrs ,Noida 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-sp-capital-iq-india-pvt-ltd-hyderabad-ahmedabad-gurugram-0-to-1-years-160525930458,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,0-1 Yrs ,"Hyderabad, Ahmedabad, Gurugram "
Manager - Product Data & Analytics,https://www.naukri.com/job-listings-manager-product-data-analytics-mastercard-gurugram-10-to-15-years-030425502239,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,10-15 Yrs ,Gurugram 
Manager - Product Data & Analytics,https://www.naukri.com/job-listings-manager-product-data-analytics-mastercard-gurugram-6-to-10-years-270325506462,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,6-10 Yrs ,Gurugram 
Manager - Product Data & Analytics,https://www.naukri.com/job-listings-manager-product-data-analytics-dynamic-yield-by-mastercard-gurugram-3-to-8-years-270325501478,NA,NA,3-8 Yrs ,Gurugram 
Climate Data Analyst,https://www.naukri.com/job-listings-climate-data-analyst-t-en-global-business-services-private-limited-prayagraj-varanasi-ghaziabad-kanpur-lucknow-agra-2-to-3-years-020625500977,T.EN GLOBAL BUSINESS SERVICES PRIVATE LIMITED,https://www.naukri.com/t-en-global-business-services-jobs-careers-124594104,2-3 Yrs ,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra "
Manager - Data Scientist,https://www.naukri.com/job-listings-manager-data-scientist-groupm-gurugram-bengaluru-4-to-9-years-290525501979,NA,NA,4-9 Yrs ,"Gurugram, Bengaluru "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-maruti-true-value-gurugram-4-to-9-years-310525501723,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,4-9 Yrs ,Gurugram 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-simpplr-software-india-pvt-ltd-gurugram-3-to-5-years-030625502098,Simpplr Software India,https://www.naukri.com/simpplr-india-jobs-careers-4074152,3-5 Yrs ,Gurugram 
Senior Data Scientist - Data and Analytics (DNA),https://www.naukri.com/job-listings-senior-data-scientist-data-and-analytics-dna-marsh-mclennan-global-services-india-private-limited-gurugram-3-to-8-years-190525902704,Mercer,https://www.naukri.com/mercer-jobs-careers-1042640,3-8 Yrs ,Gurugram 
Senior Data Scientist - Data and Analytics (DNA),https://www.naukri.com/job-listings-senior-data-scientist-data-and-analytics-dna-marsh-mclennan-global-services-india-private-limited-gurugram-3-to-8-years-130525926161,Mercer,https://www.naukri.com/mercer-jobs-careers-1042640,3-8 Yrs ,Gurugram 
Clinical Data Analyst,https://www.naukri.com/job-listings-clinical-data-analyst-gm-analytics-solutions-gurugram-3-to-5-years-230724909417,GM Analytics Solutions,https://www.naukri.com/gm-analytics-solutions-jobs-careers-4199426,3-5 Yrs ,Gurugram 
Lead Data Scientist ||Gurgaon,https://www.naukri.com/job-listings-lead-data-scientist-gurgaon-saraca-solutions-gurugram-7-to-12-years-120525018627,Saraca Solutions,https://www.naukri.com/saraca-solutions-jobs-careers-2036050,7-12 Yrs ,Gurugram 
Data Engineer - AWS + Python,https://www.naukri.com/job-listings-data-engineer-aws-python-fractal-analytics-ltd-noida-mumbai-pune-chennai-gurugram-bengaluru-3-to-5-years-150425502694,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,3-5 Yrs ,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-saraca-solutions-gurugram-7-to-12-years-070525013106,Saraca Solutions,https://www.naukri.com/saraca-solutions-jobs-careers-2036050,7-12 Yrs ,Gurugram 
Sr Data Architect,https://www.naukri.com/job-listings-sr-data-architect-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-010824501670,Photon,https://www.naukri.com/photon-jobs-careers-6946,8-13 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-cars24-gurugram-3-to-8-years-280525034070,Cars24,https://www.naukri.com/cars24-jobs-careers-2061242,3-8 Yrs ,Gurugram 
Job Opportunity in a Data Analyst role with FedEx,https://www.naukri.com/job-listings-opportunity-in-a-data-analyst-role-with-fedex-fedex-gurugram-bengaluru-4-to-6-years-280525023781,FedEx,https://www.naukri.com/fedex-jobs-careers-230030,4-6 Yrs ,"Hybrid - Gurugram, Bengaluru "
Senior Data Engineering Consultant,https://www.naukri.com/job-listings-senior-data-engineering-consultant-optum-global-solutions-india-private-limited-noida-5-to-9-years-270525929618,Optum,https://www.naukri.com/optum-jobs-careers-126573,5-9 Yrs ,Noida 
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-optum-global-solutions-india-private-limited-gurugram-5-to-9-years-270525929559,Optum,https://www.naukri.com/optum-jobs-careers-126573,5-9 Yrs ,Gurugram 
Lead Data Analyst,https://www.naukri.com/job-listings-lead-data-analyst-sp-capital-iq-india-pvt-ltd-gurugram-4-to-8-years-270525929091,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,4-8 Yrs ,Gurugram 
Data Analyst -Survey Administration,https://www.naukri.com/job-listings-data-analyst-survey-administration-oliver-wyman-gurugram-2-to-4-years-040625500622,Oliver Wyman,https://www.naukri.com/oliver-wyman-jobs-careers-4921818,2-4 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-systechcorp-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-270525502075,Systechcorp Inc,https://www.naukri.com/systechcorp-jobs-careers-5045118,2-6 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
AM/DM -Data Analyst,https://www.naukri.com/job-listings-am-dm-data-analyst-maruti-true-value-gurugram-1-to-6-years-310525500237,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,1-6 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-midland-credit-management-gurugram-2-to-5-years-020625502317,Midland Channel Management,https://www.naukri.com/midland-channel-management-jobs-careers-5116938,2-5 Yrs ,Gurugram 
Data Analyst - Service,https://www.naukri.com/job-listings-data-analyst-service-maruti-true-value-gurugram-3-to-6-years-310525501629,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,3-6 Yrs ,Gurugram 
"Manager, Data Analytics",https://www.naukri.com/job-listings-manager-data-analytics-mx-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-150724501770,NA,NA,3-7 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Business / Data Analyst - Business Intelligence,https://www.naukri.com/job-listings-business-data-analyst-business-intelligence-indiamart-intermesh-ltd-noida-3-to-5-years-090525914817,IndiaMART,https://www.naukri.com/indiamart-jobs-careers-18735,3-5 Yrs ,Noida 
"Practice Head - AI, Data and Analytics",https://www.naukri.com/job-listings-practice-head-ai-data-and-analytics-metafolks-mumbai-new-delhi-pune-bengaluru-12-to-17-years-030225502303,NA,NA,12-17 Yrs ,"New Delhi, Mumbai, Pune, Bengaluru "
Power BI Developer - Data Analytics,https://www.naukri.com/job-listings-power-bi-developer-data-analytics-zorba-consulting-new-delhi-7-to-10-years-060625919382,NA,NA,7-10 Yrs ,New Delhi 
Data Scientist/Senior Data Scientist - NLP GenAi,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-nlp-genai-fractal-analytics-ltd-noida-mumbai-pune-chennai-gurugram-bengaluru-5-to-10-years-060225507632,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,5-10 Yrs ,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru "
Senior Data Engineer,https://www.naukri.com/job-listings-senior-data-engineer-adidas-group-gurugram-7-to-12-years-230224500230,Adidas,https://www.naukri.com/adidas-jobs-careers-214224,7-12 Yrs ,Gurugram 
Data Scientist/Senior Data Scientist_ Gen AI,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-gen-ai-fractal-analytics-ltd-noida-mumbai-pune-chennai-gurugram-bengaluru-5-to-10-years-150425502339,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,5-10 Yrs ,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru "
Senior Solution Architect - Data Engineering,https://www.naukri.com/job-listings-senior-solution-architect-data-engineering-tetrahed-inc-noida-18-to-24-years-140525912641,Tetrahed,https://www.naukri.com/tetrahed-jobs-careers-124268654,18-24 Yrs ,Noida 
Site Data Analyst,https://www.naukri.com/job-listings-site-data-analyst-apraava-energy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-230525502539,Apraava Renewable Energy,https://www.naukri.com/apraava-renewable-energy-jobs-careers-4585954,2-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data and Project Management Analyst,https://www.naukri.com/job-listings-data-and-project-management-analyst-dristi-new-delhi-3-to-8-years-310525501510,Dristi,https://www.naukri.com/dristi-jobs-careers-1971444,3-8 Yrs ,New Delhi 
Senior Data Scientist/ Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-data-scientist-fractal-analytics-ltd-mumbai-pune-chennai-gurugram-bengaluru-5-to-10-years-060225508191,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,5-10 Yrs ,"Mumbai, Pune, Chennai, Gurugram, Bengaluru "
SENIOR ENGINEER - DATA ANALYTICS,https://www.naukri.com/job-listings-senior-engineer-data-analytics-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-080525502575,Sasken Technologies,https://www.naukri.com/sasken-technologies-jobs-careers-20343,2-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Modeler - Banking Domain,https://www.naukri.com/job-listings-data-modeler-banking-domain-emperen-technologies-mumbai-delhi-ncr-bengaluru-7-to-9-years-120525917352,NA,NA,7-9 Yrs ,"Delhi / NCR, Mumbai, Bengaluru "
Data Analyst-6+Yrs-Bangalore,https://www.naukri.com/job-listings-data-analyst-6-yrs-bangalore-crescendo-global-leadership-hiring-india-noida-bengaluru-5-to-10-years-030525004170,NA,NA,5-10 Yrs ,"Noida, Bengaluru "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-clicflyer-gurugram-4-to-8-years-270525928215,Clicflyer,https://www.naukri.com/clicflyer-jobs-careers-124522486,4-8 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-digital-glyde-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-170524500934,Digital Glyde,https://www.naukri.com/digital-glyde-jobs-careers-124182234,0-3 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist or intern,https://www.naukri.com/job-listings-data-scientist-or-intern-de-recruitment-pune-bengaluru-delhi-ncr-0-to-3-years-100525003221,NA,NA,0-3 Yrs ,"Hybrid - Delhi / NCR, Pune, Bengaluru "
Internship Junior Data Analyst,https://www.naukri.com/job-listings-internship-junior-data-analyst-rezultize-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-241224503390,NA,NA,0-1 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
AI Engineer,https://www.naukri.com/job-listings-ai-engineer-fleetx-io-gurugram-0-to-3-years-060625504050,fleetx.io,https://www.naukri.com/fleetx-jobs-careers-4750230,0-3 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-novel-office-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-050525502090,Novel Office,https://www.naukri.com/novel-office-jobs-careers-835209,0-2 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Analyst (AI Trainer),https://www.naukri.com/job-listings-data-analyst-ai-trainer-soul-ai-new-delhi-4-to-8-years-300525926032,Soul Ai,https://www.naukri.com/soul-ai-jobs-careers-124243674,4-8 Yrs ,New Delhi 
"Data Scientist, VP",https://www.naukri.com/job-listings-data-scientist-vp-natwest-group-chennai-gurugram-bengaluru-12-to-20-years-240425501494,NatWest Markets,https://www.naukri.com/natwest-markets-jobs-careers-5690928,12-20 Yrs ,"Chennai, Gurugram, Bengaluru "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-md-global-human-resource-consulting-ballabhgarh-palwal-faridabad-3-to-6-years-030625018683,NA,NA,3-6 Yrs ,"Ballabhgarh, Palwal, Faridabad "
Digital Client Service - Data Analytics & Business Intelligence,https://www.naukri.com/job-listings-digital-client-service-data-analytics-business-intelligence-jp-morgan-chase-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-10-to-15-years-180425503289,JPMorgan Chase Bank,https://www.naukri.com/jpmorgan-chase-bank-jobs-careers-183700,10-15 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Content Management Operational Data Analyst (Patents) Noida,https://www.naukri.com/job-listings-content-management-operational-data-analyst-patents-noida-digiads-media-noida-delhi-ncr-4-to-9-years-290525000079,NA,NA,4-9 Yrs ,"Hybrid - Delhi / NCR, Noida "
Data Quality Analyst,https://www.naukri.com/job-listings-data-quality-analyst-iris-solutions-noida-2-to-6-years-300525500318,Iris Solutions,https://www.naukri.com/iris-solutions-jobs-careers-1280986,2-6 Yrs ,Noida 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-globallogic-noida-pune-bengaluru-5-to-10-years-120525001165,Globallogic,https://www.naukri.com/globallogic-jobs-careers-2937,5-10 Yrs ,"Hybrid - Noida, Pune, Bengaluru "
"Specialist, Data Analytics",https://www.naukri.com/job-listings-specialist-data-analytics-brainlabs-group-of-companies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-200325506093,Brainlabs,https://www.naukri.com/brainlabs-jobs-careers-4320826,2-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
"Specialist, Data Analytics",https://www.naukri.com/job-listings-specialist-data-analytics-brainlabs-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-200325503057,Brainlabs,https://www.naukri.com/brainlabs-jobs-careers-4320826,3-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist with Statistics Skills,https://www.naukri.com/job-listings-data-scientist-with-statistics-skills-impetus-infotech-india-pvt-ltd-noida-indore-pune-1-to-6-years-290525503631,Impetus Technologies,https://www.naukri.com/impetus-technologies-jobs-careers-6604,1-6 Yrs ,"Noida, Indore, Pune "
Business Analyst / Data Analyst - 3PL,https://www.naukri.com/job-listings-business-analyst-data-analyst-3pl-era-it-solution-gurugram-5-to-10-years-030625932408,NA,NA,5-10 Yrs ,Gurugram 
S&C- Data and AI - CFO&EV  Quantexa Platform(Assoc Manager),https://www.naukri.com/job-listings-s-c-data-and-ai-cfo-ev-quantexa-platform-assoc-manager-accenture-solutions-pvt-ltd-pune-gurugram-bengaluru-7-to-11-years-120525922032,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,7-11 Yrs ,"Pune, Gurugram, Bengaluru "
ML Data Engineer,https://www.naukri.com/job-listings-ml-data-engineer-sp-capital-iq-india-pvt-ltd-noida-hyderabad-bengaluru-4-to-9-years-140525921012,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,4-9 Yrs ,"Noida, Hyderabad, Bengaluru "
MS Fabric Data Engineer,https://www.naukri.com/job-listings-ms-fabric-data-engineer-capgemini-technology-services-india-limited-gurugram-4-to-8-years-040625926245,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,4-8 Yrs ,Gurugram 
Data Analyst II,https://www.naukri.com/job-listings-data-analyst-ii-spartasystems-gurugram-1-to-4-years-280525504474,Sparta Systems,https://www.naukri.com/sparta-systems-jobs-careers-124694902,1-4 Yrs ,Gurugram 
